Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime
45,No,Research & Development,1611,Female,2,Laboratory Technician,Single,5769,23447,Yes
45,No,Sales,1612,Male,2,Sales Executive,Married,4385,24162,No
31,No,Sales,1613,Male,2,Sales Executive,Single,5332,21602,No
36,No,Research & Development,1614,Female,2,Manufacturing Director,Married,4663,12421,Yes
34,No,Research & Development,1615,Male,2,Manufacturing Director,Divorced,4724,17000,No
49,No,Research & Development,1617,Female,1,Laboratory Technician,Married,3211,22102,No
39,No,Research & Development,1618,Male,2,Manufacturing Director,Married,5377,3835,No
27,No,Research & Development,1619,Male,1,Laboratory Technician,Divorced,4066,16290,No
35,No,Research & Development,1621,Male,2,Research Scientist,Married,5208,26312,No
28,No,Research & Development,1622,Female,2,Manufacturing Director,Divorced,4877,20460,No
21,No,Research & Development,1623,Male,1,Research Scientist,Single,3117,26009,No
18,Yes,Sales,1624,Female,1,Sales Representative,Single,1569,18420,Yes
47,No,Human Resources,1625,Female,5,Manager,Married,19658,5220,No
39,No,Research & Development,1627,Male,2,Laboratory Technician,Divorced,3069,10302,No
40,No,Research & Development,1628,Female,3,Manufacturing Director,Married,10435,25800,No
35,No,Research & Development,1630,Female,2,Healthcare Representative,Married,4148,12250,No
37,No,Research & Development,1631,Male,2,Manufacturing Director,Married,5768,26493,No
39,No,Research & Development,1633,Female,2,Manufacturing Director,Single,5042,3140,No
45,No,Research & Development,1635,Female,2,Manufacturing Director,Divorced,5770,5388,No
38,No,Research & Development,1638,Female,3,Manufacturing Director,Married,7756,14199,Yes
35,Yes,Sales,1639,Male,3,Sales Executive,Married,10306,21530,No
37,No,Research & Development,1640,Female,1,Research Scientist,Married,3936,9953,No
40,No,Research & Development,1641,Female,3,Manufacturing Director,Single,7945,19948,Yes
44,No,Human Resources,1642,Male,2,Human Resources,Married,5743,10503,Yes
48,No,Research & Development,1644,Male,4,Manager,Married,15202,5602,No
35,Yes,Sales,1645,Male,2,Sales Executive,Divorced,5440,22098,Yes
24,No,Research & Development,1646,Female,1,Research Scientist,Single,3760,17218,Yes
27,No,Research & Development,1647,Female,1,Research Scientist,Married,3517,22490,No
27,No,Research & Development,1648,Male,1,Research Scientist,Single,2580,6297,No
40,Yes,Research & Development,1649,Male,1,Laboratory Technician,Single,2166,3339,Yes
29,No,Sales,1650,Male,2,Sales Executive,Single,5869,23413,No
36,No,Research & Development,1651,Female,3,Healthcare Representative,Married,8008,22792,No
25,No,Research & Development,1653,Male,2,Manufacturing Director,Divorced,5206,4973,No
39,No,Research & Development,1654,Male,2,Manufacturing Director,Married,5295,7693,No
49,No,Research & Development,1655,Female,4,Research Director,Married,16413,3498,No
50,No,Research & Development,1656,Female,3,Research Director,Divorced,13269,21981,No
20,No,Sales,1657,Female,1,Sales Representative,Single,2783,13251,No
34,No,Research & Development,1658,Female,2,Research Scientist,Divorced,5433,19332,No
36,No,Research & Development,1659,Male,1,Laboratory Technician,Single,2013,10950,No
49,No,Research & Development,1661,Female,4,Healthcare Representative,Married,13966,11652,Yes
36,No,Research & Development,1662,Female,2,Manufacturing Director,Married,4374,15411,No
36,No,Research & Development,1664,Male,2,Healthcare Representative,Divorced,6842,26308,No
54,No,Research & Development,1665,Female,4,Manager,Married,17426,18685,No
43,No,Research & Development,1666,Male,4,Research Director,Married,17603,3525,No
35,Yes,Sales,1667,Male,2,Sales Executive,Single,4581,10414,Yes
38,No,Research & Development,1668,Male,2,Research Scientist,Married,4735,9867,No
29,No,Sales,1669,Male,2,Sales Executive,Divorced,4187,3356,Yes
33,No,Sales,1670,Male,2,Sales Executive,Divorced,5505,3921,No
32,No,Research & Development,1671,Male,2,Research Scientist,Divorced,5470,25518,No
31,No,Sales,1673,Female,2,Sales Executive,Married,5476,22589,No
49,No,Research & Development,1674,Female,1,Laboratory Technician,Divorced,2587,24941,Yes
38,No,Research & Development,1675,Female,1,Laboratory Technician,Single,2440,23826,No
47,No,Sales,1676,Female,4,Manager,Divorced,15972,21086,No
49,No,Research & Development,1677,Male,4,Manager,Single,15379,22384,No
41,No,Sales,1678,Male,3,Sales Executive,Single,7082,11591,Yes
20,No,Sales,1680,Male,1,Sales Representative,Single,2728,21082,No
33,No,Sales,1681,Female,2,Sales Executive,Divorced,5368,16130,Yes
36,No,Research & Development,1682,Male,2,Healthcare Representative,Married,5347,7419,No
44,No,Human Resources,1683,Female,1,Human Resources,Divorced,3195,4167,Yes
23,Yes,Research & Development,1684,Male,1,Laboratory Technician,Single,3989,20586,Yes
38,No,Research & Development,1687,Female,1,Laboratory Technician,Married,3306,26176,No
53,No,Research & Development,1689,Male,3,Healthcare Representative,Married,7005,3458,No
48,Yes,Sales,1691,Female,1,Sales Representative,Married,2655,11740,Yes
32,Yes,Research & Development,1692,Male,1,Laboratory Technician,Single,1393,24852,No
26,No,Research & Development,1693,Male,1,Laboratory Technician,Single,2570,11925,No
55,No,Research & Development,1694,Male,1,Research Scientist,Divorced,3537,23737,No
34,No,Research & Development,1696,Male,2,Laboratory Technician,Married,3986,11912,No
60,No,Research & Development,1697,Male,3,Healthcare Representative,Divorced,10883,20467,No
33,No,Research & Development,1698,Male,1,Laboratory Technician,Married,2028,13637,No
37,No,Sales,1700,Male,2,Sales Executive,Divorced,9525,7677,No
34,No,Research & Development,1701,Female,1,Research Scientist,Married,2929,20338,No
23,Yes,Sales,1702,Male,1,Sales Representative,Divorced,2275,25103,Yes
44,No,Research & Development,1703,Female,3,Healthcare Representative,Married,7879,14810,Yes
35,No,Research & Development,1704,Male,1,Research Scientist,Single,4930,13970,Yes
43,No,Sales,1706,Male,2,Sales Executive,Married,7847,6069,Yes
24,No,Research & Development,1707,Male,1,Research Scientist,Married,4401,17616,No
41,No,Sales,1708,Male,3,Sales Executive,Single,9241,15869,No
29,No,Research & Development,1709,Female,1,Laboratory Technician,Married,2974,25412,No
36,No,Sales,1710,Female,2,Sales Representative,Single,4502,7439,No
45,No,Research & Development,1712,Male,3,Healthcare Representative,Married,10748,3395,No
24,Yes,Human Resources,1714,Male,1,Human Resources,Married,1555,11585,No
47,Yes,Sales,1716,Male,4,Sales Executive,Married,12936,24164,No
26,No,Research & Development,1718,Male,1,Laboratory Technician,Married,2305,6217,No
45,No,Research & Development,1719,Female,4,Research Director,Single,16704,17119,No
32,No,Research & Development,1720,Male,1,Research Scientist,Married,3433,17360,No
31,No,Research & Development,1721,Male,1,Laboratory Technician,Married,3477,18103,No
41,No,Human Resources,1722,Male,2,Human Resources,Married,6430,20794,No
40,No,Research & Development,1724,Female,2,Manufacturing Director,Married,6516,5041,Yes
24,No,Research & Development,1725,Male,1,Laboratory Technician,Divorced,3907,3622,No
46,No,Research & Development,1727,Male,2,Healthcare Representative,Single,5562,9697,No
35,No,Research & Development,1728,Male,2,Manufacturing Director,Married,6883,5151,No
30,No,Research & Development,1729,Male,1,Research Scientist,Married,2862,3811,No
47,No,Sales,1731,Male,2,Sales Executive,Married,4978,3536,No
46,No,Sales,1732,Male,3,Sales Executive,Divorced,10368,5596,Yes
36,Yes,Sales,1733,Male,2,Sales Executive,Divorced,6134,8658,Yes
32,Yes,Sales,1734,Male,2,Sales Executive,Single,6735,12147,No
23,No,Research & Development,1735,Female,1,Laboratory Technician,Single,3295,12862,No
31,No,Research & Development,1736,Female,2,Manufacturing Director,Single,5238,6670,No
39,No,Research & Development,1737,Male,2,Laboratory Technician,Married,6472,8989,Yes
32,No,Sales,1739,Male,3,Sales Executive,Married,9610,3840,No
40,No,Sales,1740,Male,5,Manager,Single,19833,4349,No
45,No,Human Resources,1744,Female,3,Human Resources,Married,9756,6595,No
30,No,Research & Development,1745,Female,1,Research Scientist,Single,4968,26427,No
24,No,Human Resources,1746,Male,1,Human Resources,Married,2145,2097,No
30,Yes,Human Resources,1747,Female,1,Human Resources,Divorced,2180,9732,No
31,No,Sales,1749,Male,2,Sales Executive,Married,8346,20943,No
27,No,Research & Development,1751,Female,1,Research Scientist,Single,3445,6152,No
29,Yes,Sales,1752,Female,1,Sales Representative,Single,2760,14630,No
29,No,Research & Development,1753,Male,2,Healthcare Representative,Single,6294,23060,Yes
30,No,Sales,1754,Male,3,Sales Executive,Divorced,7140,3088,No
34,No,Research & Development,1755,Male,1,Research Scientist,Married,2932,5586,Yes
33,No,Sales,1756,Female,2,Sales Executive,Single,5147,10697,No
49,No,Sales,1757,Female,2,Sales Executive,Single,4507,8191,No
33,Yes,Sales,1758,Female,3,Sales Executive,Single,8564,10092,Yes
38,No,Research & Development,1760,Female,1,Laboratory Technician,Married,2468,15963,No
31,Yes,Sales,1761,Male,3,Sales Executive,Married,8161,19002,No
29,No,Research & Development,1762,Female,1,Research Scientist,Divorced,2109,10007,No
30,No,Research & Development,1763,Male,2,Healthcare Representative,Married,5294,9128,No
32,No,Research & Development,1764,Male,1,Research Scientist,Single,2718,17674,No
38,No,Research & Development,1766,Male,2,Healthcare Representative,Married,5811,24539,Yes
43,Yes,Research & Development,1767,Male,1,Research Scientist,Married,2437,15587,Yes
42,No,Research & Development,1768,Male,1,Laboratory Technician,Divorced,2766,8952,No
55,No,Research & Development,1770,Male,5,Research Director,Married,19038,19805,No
33,No,Research & Development,1771,Male,2,Research Scientist,Divorced,3055,6194,No
41,No,Research & Development,1772,Male,1,Laboratory Technician,Divorced,2289,20520,No
34,No,Sales,1774,Male,2,Sales Executive,Divorced,4001,12313,Yes
53,No,Research & Development,1775,Female,4,Manufacturing Director,Married,12965,22308,Yes
43,No,Human Resources,1778,Male,1,Human Resources,Single,3539,5033,No
34,No,Sales,1779,Female,2,Sales Executive,Single,6029,25353,No
21,Yes,Sales,1780,Male,1,Sales Representative,Single,2679,4567,No
38,No,Research & Development,1782,Female,1,Laboratory Technician,Married,3702,16376,No
22,Yes,Research & Development,1783,Female,1,Laboratory Technician,Married,2398,15999,Yes
31,No,Sales,1784,Female,2,Sales Executive,Married,5468,13402,No
51,No,Research & Development,1786,Female,3,Manager,Married,13116,22984,No
37,No,Sales,1787,Male,2,Sales Executive,Married,4189,8800,No
46,No,Research & Development,1789,Male,5,Research Director,Divorced,19328,14218,Yes
36,No,Research & Development,1790,Male,3,Healthcare Representative,Married,8321,25949,Yes
44,Yes,Research & Development,1792,Male,1,Research Scientist,Divorced,2342,11092,Yes
37,No,Human Resources,1794,Male,2,Human Resources,Divorced,4071,12832,No
35,Yes,Sales,1797,Male,2,Sales Executive,Single,5813,13492,Yes
33,No,Research & Development,1798,Male,1,Research Scientist,Married,3143,6076,No
28,No,Research & Development,1799,Male,1,Research Scientist,Married,2044,5531,No
39,No,Research & Development,1800,Male,3,Research Director,Single,13464,7914,No
46,No,Sales,1801,Male,2,Sales Executive,Single,7991,25166,No
40,No,Research & Development,1802,Female,1,Laboratory Technician,Married,3377,25605,No
42,No,Research & Development,1803,Male,2,Healthcare Representative,Married,5538,5696,No
35,No,Research & Development,1804,Male,2,Manufacturing Director,Divorced,5762,24442,No
38,No,Human Resources,1805,Male,1,Human Resources,Divorced,2592,7129,No
34,Yes,Research & Development,1807,Male,2,Laboratory Technician,Married,5346,6208,No
37,Yes,Research & Development,1809,Male,2,Manufacturing Director,Single,4213,4992,No
39,No,Sales,1812,Male,2,Sales Executive,Divorced,4127,19188,No
43,No,Research & Development,1813,Male,1,Research Scientist,Single,2438,24978,No
41,No,Research & Development,1814,Male,2,Healthcare Representative,Single,6870,15530,No
41,No,Sales,1815,Female,3,Sales Executive,Divorced,10447,26458,Yes
30,No,Research & Development,1816,Female,3,Manufacturing Director,Single,9667,2739,No
26,Yes,Human Resources,1818,Female,1,Human Resources,Married,2148,6889,Yes
46,Yes,Research & Development,1821,Female,2,Healthcare Representative,Married,8926,10842,No
40,No,Research & Development,1822,Female,2,Healthcare Representative,Divorced,6513,9060,No
34,No,Sales,1823,Male,2,Sales Executive,Married,6799,22128,No
58,No,Sales,1824,Male,4,Manager,Divorced,16291,22577,No
35,No,Research & Development,1826,Male,1,Laboratory Technician,Married,2705,9696,No
47,No,Research & Development,1827,Female,3,Manufacturing Director,Divorced,10333,19271,Yes
40,No,Research & Development,1829,Female,2,Healthcare Representative,Divorced,4448,10748,No
54,No,Research & Development,1830,Female,2,Research Scientist,Married,6854,15696,No
31,No,Sales,1833,Female,3,Sales Executive,Married,9637,8277,No
28,No,Research & Development,1834,Female,1,Research Scientist,Married,3591,12719,No
38,No,Sales,1835,Female,2,Sales Representative,Married,5405,4244,Yes
26,No,Sales,1836,Male,2,Sales Executive,Single,4684,9125,No
58,No,Research & Development,1837,Male,4,Research Director,Married,15787,21624,Yes
18,No,Research & Development,1839,Female,1,Research Scientist,Single,1514,8018,No
31,Yes,Human Resources,1842,Male,1,Human Resources,Married,2956,21495,No
29,Yes,Human Resources,1844,Male,1,Human Resources,Divorced,2335,3157,Yes
45,No,Sales,1845,Female,2,Sales Executive,Married,5154,19665,No
36,No,Research & Development,1847,Female,2,Research Scientist,Married,6962,19573,Yes
43,No,Sales,1849,Male,2,Sales Executive,Married,5675,19246,No
27,No,Research & Development,1850,Female,1,Laboratory Technician,Single,2379,19826,Yes
29,No,Research & Development,1852,Male,1,Laboratory Technician,Married,3812,7003,No
32,No,Sales,1853,Male,2,Sales Executive,Single,4648,26075,No
42,No,Research & Development,1854,Male,1,Research Scientist,Married,2936,6161,No
47,No,Research & Development,1856,Female,1,Laboratory Technician,Single,2105,5411,No
46,No,Research & Development,1857,Male,3,Manufacturing Director,Divorced,8578,19989,No
28,No,Human Resources,1858,Male,1,Human Resources,Divorced,2706,10494,No
29,No,Research & Development,1859,Male,2,Healthcare Representative,Divorced,6384,21143,No
42,No,Research & Development,1860,Male,1,Laboratory Technician,Single,3968,13624,No
32,Yes,Sales,1862,Male,2,Sales Executive,Single,9907,26186,Yes
46,No,Sales,1863,Female,4,Sales Executive,Divorced,13225,7739,No
27,No,Sales,1864,Female,2,Sales Representative,Married,3540,7018,No
29,No,Human Resources,1865,Male,1,Human Resources,Married,2804,15434,No
43,No,Research & Development,1866,Female,5,Manager,Married,19392,22539,No
48,No,Research & Development,1867,Male,5,Research Director,Married,19665,13583,No
29,Yes,Research & Development,1868,Male,1,Research Scientist,Single,2439,14753,Yes
46,Yes,Sales,1869,Female,3,Sales Executive,Married,7314,14011,No
27,No,Research & Development,1870,Female,1,Research Scientist,Married,4774,23844,No
39,No,Research & Development,1871,Male,2,Research Scientist,Divorced,3902,5141,No
55,No,Research & Development,1873,Male,1,Research Scientist,Married,2662,7975,No
28,No,Sales,1875,Female,1,Sales Representative,Married,2856,3692,No
30,Yes,Sales,1876,Male,1,Sales Representative,Single,1081,16019,No
22,Yes,Research & Development,1878,Male,1,Research Scientist,Single,2472,26092,Yes
36,No,Sales,1880,Female,2,Sales Executive,Married,5673,6060,Yes
31,No,Research & Development,1881,Male,2,Laboratory Technician,Divorced,4197,18624,No
34,No,Sales,1882,Male,3,Sales Executive,Married,9713,24444,Yes
29,No,Research & Development,1883,Male,1,Laboratory Technician,Single,2062,19384,No
37,No,Research & Development,1885,Male,2,Research Scientist,Married,4284,13588,Yes
35,No,Research & Development,1886,Female,2,Manufacturing Director,Married,4788,25388,Yes
45,No,Research & Development,1888,Female,2,Manufacturing Director,Married,5906,23888,No
36,No,Human Resources,1890,Male,2,Human Resources,Single,3886,4223,No
40,No,Research & Development,1892,Male,4,Manager,Divorced,16823,18991,No
26,No,Research & Development,1893,Female,1,Research Scientist,Married,2933,14908,Yes
27,No,Sales,1898,Female,2,Sales Executive,Single,6500,26997,No
48,No,Research & Development,1900,Female,4,Manager,Divorced,17174,2437,No
44,No,Research & Development,1903,Male,2,Healthcare Representative,Married,5033,9364,No
34,Yes,Research & Development,1905,Male,1,Research Scientist,Married,2307,14460,Yes
56,Yes,Research & Development,1907,Male,1,Laboratory Technician,Single,2587,10261,No
36,No,Sales,1908,Male,2,Sales Executive,Married,5507,16822,No
41,No,Sales,1909,Female,2,Sales Executive,Married,4393,26841,No
42,No,Research & Development,1911,Male,3,Research Director,Married,13348,14842,No
31,No,Sales,1912,Female,2,Sales Executive,Divorced,6583,20115,Yes
34,No,Sales,1915,Female,2,Sales Executive,Married,8103,16495,Yes
31,No,Research & Development,1916,Female,1,Laboratory Technician,Divorced,3978,16031,No
26,No,Research & Development,1918,Male,1,Laboratory Technician,Married,2544,7102,No
45,No,Research & Development,1922,Male,2,Healthcare Representative,Single,5399,14511,No
33,No,Sales,1924,Male,2,Sales Executive,Single,5487,10410,No
28,No,Sales,1927,Male,2,Sales Executive,Married,6834,19255,Yes
29,Yes,Sales,1928,Male,1,Sales Representative,Single,1091,10642,No
39,No,Sales,1929,Female,2,Sales Executive,Married,5736,3987,No
27,No,Research & Development,1931,Male,1,Research Scientist,Married,2226,6073,No
34,No,Research & Development,1932,Male,2,Research Scientist,Married,5747,26496,Yes
28,Yes,Sales,1933,Female,2,Sales Executive,Single,9854,23352,Yes
47,No,Research & Development,1934,Male,2,Research Scientist,Married,5467,2125,No
56,No,Sales,1935,Female,2,Sales Executive,Married,5380,20328,No
39,No,Research & Development,1936,Male,2,Manufacturing Director,Married,5151,12315,No
38,No,Research & Development,1937,Female,2,Research Scientist,Divorced,2133,18115,Yes
58,No,Sales,1938,Female,4,Manager,Married,17875,11761,Yes
32,Yes,Research & Development,1939,Female,1,Research Scientist,Single,2432,15318,Yes
38,No,Research & Development,1940,Male,1,Research Scientist,Divorced,4771,14293,No
49,No,Research & Development,1941,Male,5,Research Director,Married,19161,13738,No
42,No,Sales,1943,Male,2,Sales Executive,Divorced,5087,2900,Yes
27,Yes,Human Resources,1944,Female,1,Human Resources,Married,2863,19555,No
35,No,Sales,1945,Male,2,Sales Executive,Married,5561,15975,No
28,No,Research & Development,1947,Male,1,Research Scientist,Single,2144,2122,No
31,No,Research & Development,1948,Male,1,Research Scientist,Divorced,3065,3995,Yes
36,No,Research & Development,1949,Male,1,Laboratory Technician,Married,2810,9238,No
34,No,Sales,1950,Male,3,Sales Executive,Single,9888,6770,No
34,No,Sales,1951,Male,3,Sales Executive,Divorced,8628,22914,No
26,No,Research & Development,1952,Male,1,Laboratory Technician,Single,2867,20006,No
29,No,Research & Development,1954,Male,2,Healthcare Representative,Married,5373,6225,No
32,No,Research & Development,1955,Female,2,Healthcare Representative,Divorced,6667,16542,No
31,No,Research & Development,1956,Male,2,Research Scientist,Married,5003,5771,No
28,Yes,Research & Development,1960,Male,1,Laboratory Technician,Divorced,2367,18779,No
38,No,Sales,1961,Male,1,Sales Representative,Single,2858,11473,No
35,No,Sales,1962,Female,2,Sales Executive,Married,5204,13586,Yes
27,No,Sales,1965,Male,2,Sales Executive,Single,4105,5099,No
32,No,Research & Development,1966,Male,2,Manufacturing Director,Single,9679,10138,No
31,Yes,Sales,1967,Male,2,Sales Executive,Married,5617,21075,Yes
53,Yes,Sales,1968,Male,3,Sales Executive,Single,10448,5843,Yes
54,No,Research & Development,1969,Female,2,Research Scientist,Married,2897,22474,No
33,No,Research & Development,1970,Male,2,Healthcare Representative,Divorced,5968,18079,No
43,No,Research & Development,1971,Male,3,Healthcare Representative,Married,7510,16873,No
38,No,Human Resources,1972,Male,1,Human Resources,Married,2991,5224,Yes
55,No,Human Resources,1973,Male,5,Manager,Married,19636,25811,Yes
31,No,Research & Development,1974,Female,1,Laboratory Technician,Divorced,1129,17536,Yes
39,No,Sales,1975,Male,4,Sales Executive,Single,13341,25098,No
42,No,Research & Development,1976,Male,2,Research Scientist,Single,4332,14811,No
31,No,Research & Development,1979,Female,3,Research Director,Married,11031,26862,No
54,No,Research & Development,1980,Female,2,Manufacturing Director,Single,4440,25198,Yes
24,No,Research & Development,1981,Male,2,Healthcare Representative,Single,4617,14120,No
23,No,Research & Development,1982,Male,1,Laboratory Technician,Single,2647,13672,No
40,No,Research & Development,1985,Female,2,Laboratory Technician,Married,6323,26849,No
40,No,Sales,1986,Female,2,Sales Executive,Married,5677,4258,No
25,No,Human Resources,1987,Female,1,Human Resources,Married,2187,19655,No
30,No,Research & Development,1989,Male,1,Laboratory Technician,Married,3748,4077,No
25,No,Research & Development,1992,Male,1,Laboratory Technician,Divorced,3977,7298,Yes
47,No,Research & Development,1993,Male,3,Healthcare Representative,Single,8633,13084,No
33,No,Research & Development,1994,Male,1,Laboratory Technician,Divorced,2008,20439,No
38,No,Sales,1995,Male,2,Sales Executive,Married,4440,7636,No
31,No,Sales,1996,Male,1,Sales Representative,Married,3067,6393,No
38,No,Research & Development,1997,Male,2,Manufacturing Director,Married,5321,14284,No
42,No,Research & Development,1998,Male,2,Research Scientist,Divorced,5410,11189,Yes
41,No,Research & Development,1999,Male,1,Research Scientist,Married,2782,21412,No
47,No,Research & Development,2000,Female,3,Research Director,Married,11957,17231,No
35,No,Research & Development,2003,Male,1,Laboratory Technician,Married,2660,20232,Yes
22,No,Research & Development,2007,Male,1,Research Scientist,Single,3375,17624,No
35,No,Research & Development,2008,Male,2,Research Scientist,Single,5098,18698,No
33,No,Research & Development,2009,Female,2,Healthcare Representative,Married,4878,21653,Yes
32,No,Research & Development,2010,Female,1,Laboratory Technician,Single,2837,15919,No
40,No,Research & Development,2012,Male,1,Laboratory Technician,Married,2406,4060,No
32,No,Sales,2013,Male,1,Sales Representative,Married,2269,18024,No
39,No,Research & Development,2014,Male,2,Research Scientist,Single,4108,5340,No
38,No,Research & Development,2015,Female,3,Research Director,Married,13206,3376,No
32,No,Sales,2016,Female,3,Sales Executive,Married,10422,24032,No
37,No,Research & Development,2017,Female,3,Research Director,Married,13744,15471,Yes
25,No,Sales,2018,Female,2,Sales Executive,Divorced,4907,13684,Yes
52,No,Sales,2019,Male,1,Sales Representative,Divorced,3482,19788,No
44,No,Research & Development,2020,Male,1,Research Scientist,Single,2436,13422,Yes
21,No,Sales,2021,Male,1,Sales Representative,Single,2380,25479,Yes
39,No,Research & Development,2022,Male,5,Manager,Single,19431,15302,No
23,Yes,Sales,2023,Male,1,Sales Representative,Married,1790,26956,No
36,No,Sales,2024,Female,3,Sales Executive,Married,7644,12695,No
36,No,Research & Development,2025,Female,2,Manufacturing Director,Divorced,5131,9192,No
56,No,Research & Development,2026,Male,2,Healthcare Representative,Divorced,6306,26236,No
29,Yes,Research & Development,2027,Male,1,Research Scientist,Married,4787,26124,Yes
42,No,Research & Development,2031,Male,5,Manager,Married,18880,17312,No
56,Yes,Research & Development,2032,Male,1,Laboratory Technician,Married,2339,3666,No
41,No,Research & Development,2034,Female,4,Manufacturing Director,Married,13570,5640,No
34,No,Sales,2035,Female,2,Sales Executive,Married,6712,8978,No
36,No,Sales,2036,Male,2,Sales Executive,Divorced,5406,10436,No
41,No,Sales,2037,Male,2,Sales Executive,Divorced,8938,12227,No
32,No,Research & Development,2038,Male,1,Research Scientist,Single,2439,11288,No
35,No,Human Resources,2040,Female,3,Human Resources,Single,8837,16642,Yes
38,No,Sales,2041,Female,2,Sales Executive,Married,5343,5982,No
50,Yes,Sales,2044,Male,2,Sales Executive,Divorced,6728,14255,No
36,No,Sales,2045,Female,2,Sales Executive,Married,6652,14369,No
45,No,Sales,2046,Female,2,Sales Executive,Single,4850,23333,No
40,No,Research & Development,2048,Male,1,Research Scientist,Single,2809,2725,No
35,No,Research & Development,2049,Male,2,Healthcare Representative,Married,5689,24594,Yes
40,No,Research & Development,2051,Female,1,Research Scientist,Married,2001,12549,No
35,No,Research & Development,2052,Female,1,Research Scientist,Married,2977,8952,No
29,No,Research & Development,2053,Male,2,Laboratory Technician,Married,4025,23679,Yes
29,No,Research & Development,2054,Female,1,Research Scientist,Single,3785,8489,No
50,Yes,Sales,2055,Male,3,Sales Executive,Divorced,10854,16586,Yes
39,No,Sales,2056,Female,4,Sales Executive,Married,12031,8828,No
31,No,Research & Development,2057,Male,2,Manufacturing Director,Single,9936,3787,No
26,No,Sales,2060,Female,1,Sales Representative,Single,2966,21378,No
36,No,Research & Development,2061,Male,2,Laboratory Technician,Married,2571,12290,No
39,No,Research & Development,2062,Male,3,Healthcare Representative,Married,9991,21457,No
27,No,Research & Development,2064,Male,2,Manufacturing Director,Married,6142,5174,Yes
49,No,Sales,2065,Male,2,Sales Executive,Married,5390,13243,No
34,No,Research & Development,2068,Male,2,Laboratory Technician,Married,4404,10228,No
