Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate
29,No,Human Resources,17,Other,1419,Male,Human Resources,1,Single,7988,9769
49,Yes,Research & Development,28,Life Sciences,1420,Male,Laboratory Technician,1,Single,4284,22710
29,Yes,Research & Development,14,Other,1421,Female,Healthcare Representative,4,Single,7553,22930
54,No,Research & Development,1,Medical,1422,Female,Research Director,4,Single,17328,5652
58,No,Research & Development,1,Medical,1423,Female,Research Director,1,Married,19701,22456
55,No,Research & Development,1,Medical,1424,Male,Research Director,4,Divorced,14732,12414
36,No,Sales,3,Marketing,1425,Female,Sales Executive,2,Single,9278,20763
31,Yes,Sales,1,Life Sciences,1427,Female,Sales Representative,3,Single,1359,16154
30,No,Sales,7,Marketing,1428,Female,Sales Executive,1,Divorced,4779,12761
31,No,Research & Development,8,Life Sciences,1430,Female,Research Director,2,Single,16422,8847
34,No,Research & Development,1,Other,1431,Male,Research Scientist,1,Divorced,2996,20284
31,Yes,Research & Development,8,Life Sciences,1433,Female,Research Scientist,2,Single,1261,22262
27,No,Research & Development,11,Life Sciences,1434,Male,Laboratory Technician,1,Married,2099,7679
36,No,Research & Development,4,Life Sciences,1435,Male,Laboratory Technician,4,Single,5810,22604
36,No,Sales,16,Marketing,1436,Female,Sales Executive,1,Married,5647,13494
47,No,Research & Development,1,Technical Degree,1438,Male,Research Scientist,4,Married,3420,10205
25,Yes,Sales,9,Life Sciences,1439,Male,Sales Representative,1,Married,4400,15182
37,No,Research & Development,5,Technical Degree,1440,Male,Laboratory Technician,3,Single,3500,25470
56,No,Research & Development,1,Life Sciences,1441,Female,Research Scientist,1,Married,2066,10494
47,No,Research & Development,2,Medical,1443,Female,Research Director,3,Married,17169,26703
24,No,Sales,4,Medical,1445,Female,Sales Executive,3,Married,4162,15211
32,No,Sales,7,Marketing,1446,Male,Sales Executive,4,Married,9204,23343
34,No,Research & Development,1,Life Sciences,1447,Female,Laboratory Technician,2,Married,3294,3708
41,No,Research & Development,5,Medical,1448,Male,Research Scientist,3,Married,2127,5561
40,No,Research & Development,9,Other,1449,Male,Laboratory Technician,3,Divorced,3975,23099
31,No,Sales,8,Life Sciences,1453,Male,Sales Executive,4,Divorced,10793,8386
46,Yes,Sales,9,Marketing,1457,Male,Sales Executive,4,Divorced,10096,15986
39,Yes,Research & Development,2,Life Sciences,1458,Female,Laboratory Technician,1,Single,3646,17181
31,Yes,Research & Development,1,Life Sciences,1459,Female,Manufacturing Director,2,Single,7446,8931
45,No,Research & Development,20,Medical,1460,Male,Healthcare Representative,1,Divorced,10851,19863
31,No,Human Resources,8,Medical,1461,Female,Human Resources,2,Single,2109,24609
31,Yes,Research & Development,2,Life Sciences,1464,Male,Laboratory Technician,4,Married,3722,21081
45,No,Research & Development,29,Technical Degree,1465,Male,Manufacturing Director,4,Married,9380,14720
48,No,Sales,7,Marketing,1466,Male,Sales Executive,1,Divorced,5486,24795
34,Yes,Human Resources,9,Technical Degree,1467,Female,Human Resources,3,Married,2742,3072
40,No,Research & Development,8,Medical,1468,Male,Research Director,2,Divorced,13757,25178
28,No,Sales,5,Medical,1469,Male,Sales Executive,1,Single,8463,23490
44,No,Research & Development,5,Life Sciences,1471,Male,Laboratory Technician,3,Single,3162,7973
53,No,Research & Development,2,Medical,1472,Male,Research Director,2,Single,16598,19764
49,No,Research & Development,5,Technical Degree,1473,Male,Healthcare Representative,3,Married,6651,21534
40,No,Research & Development,2,Medical,1474,Male,Research Scientist,3,Divorced,2345,8045
44,No,Research & Development,20,Life Sciences,1475,Male,Research Scientist,2,Single,3420,21158
33,No,Sales,7,Medical,1477,Male,Sales Executive,1,Married,4373,17456
34,No,Sales,3,Other,1478,Male,Sales Executive,1,Single,4759,15891
30,No,Sales,16,Life Sciences,1479,Male,Sales Executive,3,Married,5301,2939
42,No,Research & Development,9,Medical,1480,Female,Laboratory Technician,4,Single,3673,16458
44,No,Sales,1,Marketing,1481,Female,Sales Executive,3,Married,4768,9282
30,No,Research & Development,7,Technical Degree,1482,Male,Research Scientist,3,Divorced,1274,7152
57,No,Research & Development,1,Life Sciences,1483,Male,Research Scientist,3,Married,4900,2721
49,No,Research & Development,7,Life Sciences,1484,Male,Healthcare Representative,2,Divorced,10466,20948
34,No,Research & Development,15,Medical,1485,Male,Research Director,1,Divorced,17007,11929
28,Yes,Sales,1,Technical Degree,1486,Male,Sales Representative,3,Married,2909,15747
29,Yes,Sales,13,Technical Degree,1487,Female,Sales Executive,2,Single,5765,17485
34,Yes,Sales,24,Medical,1489,Female,Sales Executive,2,Single,4599,7815
35,No,Sales,7,Life Sciences,1492,Male,Sales Representative,3,Married,2404,16192
24,Yes,Research & Development,9,Medical,1494,Male,Laboratory Technician,1,Single,3172,16998
24,No,Sales,13,Life Sciences,1495,Female,Sales Representative,2,Married,2033,7103
44,No,Research & Development,2,Medical,1496,Male,Manufacturing Director,3,Single,10209,19719
29,No,Sales,19,Life Sciences,1497,Male,Sales Executive,3,Divorced,8620,23757
30,No,Human Resources,1,Life Sciences,1499,Male,Human Resources,3,Divorced,2064,15428
55,No,Research & Development,4,Life Sciences,1501,Male,Healthcare Representative,3,Married,4035,16143
33,No,Research & Development,4,Medical,1502,Female,Laboratory Technician,2,Married,3838,8192
47,No,Sales,14,Medical,1503,Female,Sales Executive,3,Married,4591,24200
28,Yes,Research & Development,2,Medical,1504,Male,Laboratory Technician,1,Single,2561,5355
28,No,Research & Development,1,Life Sciences,1506,Male,Research Scientist,3,Divorced,1563,12530
28,No,Sales,7,Life Sciences,1507,Male,Sales Executive,1,Single,4898,11827
49,No,Research & Development,3,Medical,1509,Female,Laboratory Technician,1,Married,4789,23070
29,No,Research & Development,2,Life Sciences,1513,Female,Laboratory Technician,2,Married,3180,4668
28,No,Research & Development,29,Life Sciences,1514,Male,Manufacturing Director,2,Married,6549,3173
33,No,Research & Development,8,Life Sciences,1515,Male,Healthcare Representative,3,Single,6388,22049
32,No,Research & Development,10,Medical,1516,Male,Manager,4,Single,11244,21072
54,No,Research & Development,11,Medical,1520,Female,Manager,4,Divorced,16032,24456
29,Yes,Research & Development,1,Technical Degree,1522,Male,Research Scientist,1,Single,2362,7568
44,No,Research & Development,28,Life Sciences,1523,Male,Research Director,1,Married,16328,22074
39,No,Research & Development,6,Life Sciences,1525,Female,Manufacturing Director,2,Single,8376,9150
46,No,Sales,3,Life Sciences,1527,Female,Manager,2,Married,16606,11380
35,No,Research & Development,16,Life Sciences,1529,Female,Healthcare Representative,2,Single,8606,21195
23,No,Research & Development,20,Life Sciences,1533,Male,Laboratory Technician,3,Single,2272,24812
40,Yes,Research & Development,9,Life Sciences,1534,Male,Laboratory Technician,1,Single,2018,21831
34,No,Sales,1,Technical Degree,1535,Male,Sales Executive,3,Married,7083,12288
31,Yes,Research & Development,3,Life Sciences,1537,Female,Research Scientist,3,Single,4084,4156
50,No,Research & Development,22,Medical,1539,Male,Research Director,4,Single,14411,24450
34,No,Sales,7,Technical Degree,1541,Male,Sales Representative,3,Married,2308,4944
42,No,Research & Development,2,Medical,1542,Male,Laboratory Technician,2,Married,4841,24052
37,No,Research & Development,13,Medical,1543,Male,Research Scientist,4,Married,4285,3031
29,No,Research & Development,8,Other,1544,Female,Healthcare Representative,1,Married,9715,7288
33,No,Research & Development,25,Life Sciences,1545,Male,Manufacturing Director,2,Single,4320,24152
45,No,Research & Development,28,Technical Degree,1546,Male,Research Scientist,4,Married,2132,4585
42,No,Research & Development,2,Life Sciences,1547,Male,Healthcare Representative,4,Married,10124,18611
40,No,Sales,9,Medical,1548,Male,Sales Executive,1,Married,5473,19345
33,No,Research & Development,28,Life Sciences,1549,Male,Laboratory Technician,3,Married,5207,22949
40,No,Human Resources,6,Medical,1550,Male,Manager,4,Single,16437,17381
24,No,Research & Development,21,Technical Degree,1551,Male,Laboratory Technician,1,Divorced,2296,10036
40,No,Research & Development,8,Life Sciences,1552,Male,Healthcare Representative,4,Divorced,4069,8841
45,No,Research & Development,1,Technical Degree,1553,Male,Healthcare Representative,2,Divorced,7441,20933
35,No,Sales,28,Life Sciences,1554,Female,Sales Representative,3,Married,2430,26204
32,No,Research & Development,5,Life Sciences,1555,Female,Research Scientist,2,Married,5878,15624
36,No,Sales,2,Life Sciences,1556,Male,Sales Representative,4,Single,2644,17001
48,No,Sales,16,Life Sciences,1557,Female,Sales Executive,3,Divorced,6439,13693
29,No,Research & Development,9,Life Sciences,1558,Male,Research Scientist,3,Married,2451,22376
33,No,Sales,8,Life Sciences,1560,Male,Sales Executive,1,Married,6392,10589
30,Yes,Sales,1,Life Sciences,1562,Male,Sales Executive,1,Married,9714,5323
38,No,Human Resources,10,Human Resources,1563,Male,Human Resources,3,Married,6077,14814
35,No,Research & Development,1,Medical,1564,Male,Laboratory Technician,1,Single,2450,21731
30,No,Sales,29,Technical Degree,1568,Male,Sales Executive,2,Married,9250,17799
35,Yes,Research & Development,2,Life Sciences,1569,Female,Laboratory Technician,1,Divorced,2074,26619
53,Yes,Research & Development,2,Technical Degree,1572,Female,Manufacturing Director,4,Married,10169,14618
38,Yes,Research & Development,2,Medical,1573,Male,Manufacturing Director,2,Married,4855,7653
32,No,Research & Development,1,Technical Degree,1574,Male,Research Scientist,1,Married,4087,25174
48,No,Research & Development,15,Other,1576,Female,Research Scientist,1,Married,2367,16530
34,No,Research & Development,7,Medical,1577,Male,Research Scientist,4,Single,2972,22061
55,No,Sales,26,Marketing,1578,Male,Manager,4,Married,19586,23037
34,No,Research & Development,1,Life Sciences,1580,Male,Research Scientist,4,Married,5484,13008
26,No,Research & Development,3,Life Sciences,1581,Female,Research Scientist,4,Married,2061,11133
38,No,Sales,14,Life Sciences,1582,Male,Sales Executive,2,Married,9924,12355
38,No,Sales,16,Life Sciences,1583,Female,Sales Executive,2,Single,4198,16379
36,No,Sales,1,Life Sciences,1585,Female,Sales Executive,3,Single,6815,21447
29,No,Research & Development,3,Medical,1586,Male,Laboratory Technician,1,Single,4723,16213
35,No,Research & Development,10,Medical,1587,Female,Healthcare Representative,3,Single,6142,4223
39,No,Sales,6,Medical,1588,Male,Sales Executive,3,Married,8237,4658
29,No,Research & Development,2,Life Sciences,1590,Male,Healthcare Representative,4,Divorced,8853,24483
50,No,Sales,9,Marketing,1591,Male,Manager,3,Married,19331,19519
23,No,Research & Development,10,Technical Degree,1592,Male,Research Scientist,3,Married,2073,12826
36,No,Research & Development,6,Life Sciences,1594,Male,Laboratory Technician,1,Married,5562,19711
42,No,Research & Development,9,Other,1595,Male,Manager,4,Single,19613,26362
35,No,Research & Development,28,Life Sciences,1596,Male,Laboratory Technician,3,Married,3407,25348
34,No,Research & Development,10,Technical Degree,1597,Male,Healthcare Representative,3,Married,5063,15332
40,No,Sales,14,Life Sciences,1598,Female,Sales Executive,1,Married,4639,11262
43,No,Research & Development,27,Technical Degree,1599,Male,Laboratory Technician,2,Divorced,4876,5855
35,No,Research & Development,7,Life Sciences,1601,Male,Laboratory Technician,4,Married,2690,7713
46,No,Sales,1,Life Sciences,1602,Male,Manager,1,Single,17567,3156
28,Yes,Research & Development,24,Medical,1604,Male,Laboratory Technician,2,Married,2408,7324
22,No,Research & Development,26,Other,1605,Female,Research Scientist,3,Married,2814,10293
50,No,Research & Development,20,Medical,1606,Male,Healthcare Representative,3,Married,11245,20689
32,No,Research & Development,5,Other,1607,Female,Research Scientist,4,Married,3312,18783
44,No,Research & Development,7,Medical,1608,Female,Research Director,4,Divorced,19049,3549
30,No,Research & Development,7,Medical,1609,Male,Research Scientist,2,Married,2141,5348
45,No,Research & Development,5,Medical,1611,Female,Laboratory Technician,1,Single,5769,23447
45,No,Sales,26,Marketing,1612,Male,Sales Executive,1,Married,4385,24162
31,No,Sales,2,Other,1613,Male,Sales Executive,1,Single,5332,21602
36,No,Research & Development,12,Life Sciences,1614,Female,Manufacturing Director,3,Married,4663,12421
34,No,Research & Development,10,Life Sciences,1615,Male,Manufacturing Director,4,Divorced,4724,17000
49,No,Research & Development,25,Life Sciences,1617,Female,Laboratory Technician,1,Married,3211,22102
39,No,Research & Development,10,Medical,1618,Male,Manufacturing Director,1,Married,5377,3835
27,No,Research & Development,19,Other,1619,Male,Laboratory Technician,1,Divorced,4066,16290
35,No,Research & Development,18,Life Sciences,1621,Male,Research Scientist,1,Married,5208,26312
28,No,Research & Development,27,Medical,1622,Female,Manufacturing Director,1,Divorced,4877,20460
21,No,Research & Development,5,Medical,1623,Male,Research Scientist,4,Single,3117,26009
18,Yes,Sales,3,Medical,1624,Female,Sales Representative,4,Single,1569,18420
47,No,Human Resources,26,Life Sciences,1625,Female,Manager,3,Married,19658,5220
39,No,Research & Development,3,Medical,1627,Male,Laboratory Technician,3,Divorced,3069,10302
40,No,Research & Development,15,Life Sciences,1628,Female,Manufacturing Director,3,Married,10435,25800
35,No,Research & Development,8,Life Sciences,1630,Female,Healthcare Representative,3,Married,4148,12250
37,No,Research & Development,19,Life Sciences,1631,Male,Manufacturing Director,3,Married,5768,26493
39,No,Research & Development,4,Medical,1633,Female,Manufacturing Director,3,Single,5042,3140
45,No,Research & Development,2,Other,1635,Female,Manufacturing Director,4,Divorced,5770,5388
38,No,Research & Development,2,Medical,1638,Female,Manufacturing Director,3,Married,7756,14199
35,Yes,Sales,10,Medical,1639,Male,Sales Executive,1,Married,10306,21530
37,No,Research & Development,10,Medical,1640,Female,Research Scientist,2,Married,3936,9953
40,No,Research & Development,16,Life Sciences,1641,Female,Manufacturing Director,4,Single,7945,19948
44,No,Human Resources,1,Human Resources,1642,Male,Human Resources,4,Married,5743,10503
48,No,Research & Development,4,Medical,1644,Male,Manager,4,Married,15202,5602
35,Yes,Sales,15,Medical,1645,Male,Sales Executive,4,Divorced,5440,22098
24,No,Research & Development,2,Technical Degree,1646,Female,Research Scientist,4,Single,3760,17218
27,No,Research & Development,8,Medical,1647,Female,Research Scientist,3,Married,3517,22490
27,No,Research & Development,2,Medical,1648,Male,Research Scientist,4,Single,2580,6297
40,Yes,Research & Development,7,Life Sciences,1649,Male,Laboratory Technician,1,Single,2166,3339
29,No,Sales,10,Medical,1650,Male,Sales Executive,3,Single,5869,23413
36,No,Research & Development,5,Life Sciences,1651,Female,Healthcare Representative,1,Married,8008,22792
25,No,Research & Development,2,Life Sciences,1653,Male,Manufacturing Director,3,Divorced,5206,4973
39,No,Research & Development,12,Medical,1654,Male,Manufacturing Director,2,Married,5295,7693
49,No,Research & Development,22,Other,1655,Female,Research Director,2,Married,16413,3498
50,No,Research & Development,17,Life Sciences,1656,Female,Research Director,1,Divorced,13269,21981
20,No,Sales,2,Medical,1657,Female,Sales Representative,3,Single,2783,13251
34,No,Research & Development,3,Life Sciences,1658,Female,Research Scientist,2,Divorced,5433,19332
36,No,Research & Development,7,Life Sciences,1659,Male,Laboratory Technician,2,Single,2013,10950
49,No,Research & Development,6,Life Sciences,1661,Female,Healthcare Representative,3,Married,13966,11652
36,No,Research & Development,1,Medical,1662,Female,Manufacturing Director,3,Married,4374,15411
36,No,Research & Development,3,Life Sciences,1664,Male,Healthcare Representative,1,Divorced,6842,26308
54,No,Research & Development,22,Medical,1665,Female,Manager,3,Married,17426,18685
43,No,Research & Development,15,Life Sciences,1666,Male,Research Director,3,Married,17603,3525
35,Yes,Sales,12,Other,1667,Male,Sales Executive,4,Single,4581,10414
38,No,Research & Development,1,Life Sciences,1668,Male,Research Scientist,4,Married,4735,9867
29,No,Sales,5,Medical,1669,Male,Sales Executive,2,Divorced,4187,3356
33,No,Sales,2,Medical,1670,Male,Sales Executive,4,Divorced,5505,3921
32,No,Research & Development,2,Medical,1671,Male,Research Scientist,2,Divorced,5470,25518
31,No,Sales,5,Life Sciences,1673,Female,Sales Executive,4,Married,5476,22589
49,No,Research & Development,16,Medical,1674,Female,Laboratory Technician,1,Divorced,2587,24941
38,No,Research & Development,2,Medical,1675,Female,Laboratory Technician,2,Single,2440,23826
47,No,Sales,2,Life Sciences,1676,Female,Manager,2,Divorced,15972,21086
49,No,Research & Development,1,Life Sciences,1677,Male,Manager,3,Single,15379,22384
41,No,Sales,23,Life Sciences,1678,Male,Sales Executive,3,Single,7082,11591
20,No,Sales,9,Life Sciences,1680,Male,Sales Representative,1,Single,2728,21082
33,No,Sales,16,Life Sciences,1681,Female,Sales Executive,4,Divorced,5368,16130
36,No,Research & Development,26,Life Sciences,1682,Male,Healthcare Representative,3,Married,5347,7419
44,No,Human Resources,1,Life Sciences,1683,Female,Human Resources,4,Divorced,3195,4167
23,Yes,Research & Development,8,Medical,1684,Male,Laboratory Technician,3,Single,3989,20586
38,No,Research & Development,4,Medical,1687,Female,Laboratory Technician,3,Married,3306,26176
53,No,Research & Development,24,Medical,1689,Male,Healthcare Representative,4,Married,7005,3458
48,Yes,Sales,7,Medical,1691,Female,Sales Representative,3,Married,2655,11740
32,Yes,Research & Development,2,Life Sciences,1692,Male,Laboratory Technician,2,Single,1393,24852
26,No,Research & Development,7,Medical,1693,Male,Laboratory Technician,4,Single,2570,11925
55,No,Research & Development,22,Technical Degree,1694,Male,Research Scientist,2,Divorced,3537,23737
34,No,Research & Development,5,Medical,1696,Male,Laboratory Technician,4,Married,3986,11912
60,No,Research & Development,1,Medical,1697,Male,Healthcare Representative,4,Divorced,10883,20467
33,No,Research & Development,21,Medical,1698,Male,Laboratory Technician,2,Married,2028,13637
37,No,Sales,1,Medical,1700,Male,Sales Executive,4,Divorced,9525,7677
34,No,Research & Development,19,Life Sciences,1701,Female,Research Scientist,4,Married,2929,20338
23,Yes,Sales,7,Life Sciences,1702,Male,Sales Representative,4,Divorced,2275,25103
44,No,Research & Development,2,Life Sciences,1703,Female,Healthcare Representative,4,Married,7879,14810
35,No,Research & Development,2,Medical,1704,Male,Research Scientist,4,Single,4930,13970
43,No,Sales,2,Medical,1706,Male,Sales Executive,4,Married,7847,6069
24,No,Research & Development,9,Medical,1707,Male,Research Scientist,3,Married,4401,17616
41,No,Sales,6,Marketing,1708,Male,Sales Executive,3,Single,9241,15869
29,No,Research & Development,9,Medical,1709,Female,Laboratory Technician,3,Married,2974,25412
36,No,Sales,2,Life Sciences,1710,Female,Sales Representative,4,Single,4502,7439
45,No,Research & Development,1,Life Sciences,1712,Male,Healthcare Representative,3,Married,10748,3395
24,Yes,Human Resources,22,Human Resources,1714,Male,Human Resources,3,Married,1555,11585
47,Yes,Sales,9,Life Sciences,1716,Male,Sales Executive,3,Married,12936,24164
26,No,Research & Development,17,Medical,1718,Male,Laboratory Technician,3,Married,2305,6217
45,No,Research & Development,28,Technical Degree,1719,Female,Research Director,2,Single,16704,17119
32,No,Research & Development,10,Life Sciences,1720,Male,Research Scientist,3,Married,3433,17360
31,No,Research & Development,2,Life Sciences,1721,Male,Laboratory Technician,3,Married,3477,18103
41,No,Human Resources,4,Human Resources,1722,Male,Human Resources,2,Married,6430,20794
40,No,Research & Development,8,Life Sciences,1724,Female,Manufacturing Director,1,Married,6516,5041
24,No,Research & Development,29,Medical,1725,Male,Laboratory Technician,1,Divorced,3907,3622
46,No,Research & Development,13,Life Sciences,1727,Male,Healthcare Representative,2,Single,5562,9697
35,No,Research & Development,27,Life Sciences,1728,Male,Manufacturing Director,3,Married,6883,5151
30,No,Research & Development,16,Life Sciences,1729,Male,Research Scientist,4,Married,2862,3811
47,No,Sales,2,Marketing,1731,Male,Sales Executive,2,Married,4978,3536
46,No,Sales,2,Life Sciences,1732,Male,Sales Executive,4,Divorced,10368,5596
36,Yes,Sales,13,Marketing,1733,Male,Sales Executive,1,Divorced,6134,8658
32,Yes,Sales,1,Life Sciences,1734,Male,Sales Executive,2,Single,6735,12147
23,No,Research & Development,4,Medical,1735,Female,Laboratory Technician,2,Single,3295,12862
31,No,Research & Development,24,Technical Degree,1736,Female,Manufacturing Director,4,Single,5238,6670
39,No,Research & Development,1,Life Sciences,1737,Male,Laboratory Technician,4,Married,6472,8989
32,No,Sales,19,Life Sciences,1739,Male,Sales Executive,3,Married,9610,3840
40,No,Sales,7,Medical,1740,Male,Manager,2,Single,19833,4349
45,No,Human Resources,4,Life Sciences,1744,Female,Human Resources,3,Married,9756,6595
30,No,Research & Development,2,Technical Degree,1745,Female,Research Scientist,1,Single,4968,26427
24,No,Human Resources,10,Medical,1746,Male,Human Resources,4,Married,2145,2097
30,Yes,Human Resources,8,Human Resources,1747,Female,Human Resources,4,Divorced,2180,9732
31,No,Sales,5,Technical Degree,1749,Male,Sales Executive,3,Married,8346,20943
27,No,Research & Development,8,Medical,1751,Female,Research Scientist,4,Single,3445,6152
29,Yes,Sales,9,Marketing,1752,Female,Sales Representative,2,Single,2760,14630
29,No,Research & Development,1,Life Sciences,1753,Male,Healthcare Representative,3,Single,6294,23060
30,No,Sales,15,Marketing,1754,Male,Sales Executive,1,Divorced,7140,3088
34,No,Research & Development,2,Medical,1755,Male,Research Scientist,4,Married,2932,5586
33,No,Sales,2,Marketing,1756,Female,Sales Executive,2,Single,5147,10697
49,No,Sales,11,Marketing,1757,Female,Sales Executive,4,Single,4507,8191
33,Yes,Sales,16,Life Sciences,1758,Female,Sales Executive,1,Single,8564,10092
38,No,Research & Development,2,Medical,1760,Female,Laboratory Technician,2,Married,2468,15963
31,Yes,Sales,16,Marketing,1761,Male,Sales Executive,3,Married,8161,19002
29,No,Research & Development,4,Technical Degree,1762,Female,Research Scientist,1,Divorced,2109,10007
30,No,Research & Development,16,Life Sciences,1763,Male,Healthcare Representative,3,Married,5294,9128
32,No,Research & Development,5,Technical Degree,1764,Male,Research Scientist,2,Single,2718,17674
38,No,Research & Development,18,Medical,1766,Male,Healthcare Representative,4,Married,5811,24539
43,Yes,Research & Development,17,Technical Degree,1767,Male,Research Scientist,3,Married,2437,15587
42,No,Research & Development,12,Medical,1768,Male,Laboratory Technician,2,Divorced,2766,8952
55,No,Research & Development,2,Medical,1770,Male,Research Director,1,Married,19038,19805
33,No,Research & Development,4,Technical Degree,1771,Male,Research Scientist,2,Divorced,3055,6194
41,No,Research & Development,9,Life Sciences,1772,Male,Laboratory Technician,1,Divorced,2289,20520
34,No,Sales,10,Life Sciences,1774,Male,Sales Executive,3,Divorced,4001,12313
53,No,Research & Development,1,Medical,1775,Female,Manufacturing Director,3,Married,12965,22308
43,No,Human Resources,2,Life Sciences,1778,Male,Human Resources,4,Single,3539,5033
34,No,Sales,3,Life Sciences,1779,Female,Sales Executive,4,Single,6029,25353
21,Yes,Sales,7,Marketing,1780,Male,Sales Representative,2,Single,2679,4567
38,No,Research & Development,6,Other,1782,Female,Laboratory Technician,3,Married,3702,16376
22,Yes,Research & Development,8,Medical,1783,Female,Laboratory Technician,1,Married,2398,15999
31,No,Sales,29,Marketing,1784,Female,Sales Executive,4,Married,5468,13402
51,No,Research & Development,3,Technical Degree,1786,Female,Manager,3,Married,13116,22984
37,No,Sales,9,Marketing,1787,Male,Sales Executive,2,Married,4189,8800
46,No,Research & Development,2,Medical,1789,Male,Research Director,4,Divorced,19328,14218
36,No,Research & Development,10,Life Sciences,1790,Male,Healthcare Representative,1,Married,8321,25949
44,Yes,Research & Development,1,Medical,1792,Male,Research Scientist,2,Divorced,2342,11092
37,No,Human Resources,8,Other,1794,Male,Human Resources,2,Divorced,4071,12832
35,Yes,Sales,27,Life Sciences,1797,Male,Sales Executive,4,Single,5813,13492
33,No,Research & Development,8,Life Sciences,1798,Male,Research Scientist,1,Married,3143,6076
28,No,Research & Development,1,Life Sciences,1799,Male,Research Scientist,4,Married,2044,5531
39,No,Research & Development,10,Medical,1800,Male,Research Director,3,Single,13464,7914
46,No,Sales,26,Life Sciences,1801,Male,Sales Executive,2,Single,7991,25166
40,No,Research & Development,2,Life Sciences,1802,Female,Laboratory Technician,1,Married,3377,25605
42,No,Research & Development,13,Medical,1803,Male,Healthcare Representative,1,Married,5538,5696
35,No,Research & Development,2,Medical,1804,Male,Manufacturing Director,4,Divorced,5762,24442
38,No,Human Resources,2,Human Resources,1805,Male,Human Resources,2,Divorced,2592,7129
34,Yes,Research & Development,9,Life Sciences,1807,Male,Laboratory Technician,1,Married,5346,6208
37,Yes,Research & Development,10,Medical,1809,Male,Manufacturing Director,1,Single,4213,4992
39,No,Sales,20,Life Sciences,1812,Male,Sales Executive,4,Divorced,4127,19188
43,No,Research & Development,9,Life Sciences,1813,Male,Research Scientist,3,Single,2438,24978
41,No,Research & Development,5,Life Sciences,1814,Male,Healthcare Representative,2,Single,6870,15530
41,No,Sales,4,Marketing,1815,Female,Sales Executive,3,Divorced,10447,26458
30,No,Research & Development,10,Medical,1816,Female,Manufacturing Director,3,Single,9667,2739
26,Yes,Human Resources,20,Medical,1818,Female,Human Resources,2,Married,2148,6889
46,Yes,Research & Development,21,Medical,1821,Female,Healthcare Representative,2,Married,8926,10842
40,No,Research & Development,1,Life Sciences,1822,Female,Healthcare Representative,4,Divorced,6513,9060
34,No,Sales,8,Technical Degree,1823,Male,Sales Executive,3,Married,6799,22128
58,No,Sales,2,Medical,1824,Male,Manager,2,Divorced,16291,22577
35,No,Research & Development,23,Medical,1826,Male,Laboratory Technician,3,Married,2705,9696
47,No,Research & Development,4,Life Sciences,1827,Female,Manufacturing Director,2,Divorced,10333,19271
40,No,Research & Development,12,Life Sciences,1829,Female,Healthcare Representative,1,Divorced,4448,10748
54,No,Research & Development,7,Medical,1830,Female,Research Scientist,4,Married,6854,15696
31,No,Sales,7,Marketing,1833,Female,Sales Executive,1,Married,9637,8277
28,No,Research & Development,1,Medical,1834,Female,Research Scientist,1,Married,3591,12719
38,No,Sales,2,Marketing,1835,Female,Sales Representative,4,Married,5405,4244
26,No,Sales,10,Medical,1836,Male,Sales Executive,4,Single,4684,9125
58,No,Research & Development,15,Life Sciences,1837,Male,Research Director,3,Married,15787,21624
18,No,Research & Development,14,Medical,1839,Female,Research Scientist,3,Single,1514,8018
31,Yes,Human Resources,18,Human Resources,1842,Male,Human Resources,1,Married,2956,21495
29,Yes,Human Resources,13,Human Resources,1844,Male,Human Resources,1,Divorced,2335,3157
45,No,Sales,2,Life Sciences,1845,Female,Sales Executive,3,Married,5154,19665
36,No,Research & Development,2,Other,1847,Female,Research Scientist,2,Married,6962,19573
43,No,Sales,2,Life Sciences,1849,Male,Sales Executive,4,Married,5675,19246
27,No,Research & Development,5,Life Sciences,1850,Female,Laboratory Technician,4,Single,2379,19826
29,No,Research & Development,20,Medical,1852,Male,Laboratory Technician,4,Married,3812,7003
32,No,Sales,10,Marketing,1853,Male,Sales Executive,4,Single,4648,26075
42,No,Research & Development,10,Technical Degree,1854,Male,Research Scientist,3,Married,2936,6161
47,No,Research & Development,9,Life Sciences,1856,Female,Laboratory Technician,3,Single,2105,5411
46,No,Research & Development,2,Life Sciences,1857,Male,Manufacturing Director,4,Divorced,8578,19989
28,No,Human Resources,1,Life Sciences,1858,Male,Human Resources,4,Divorced,2706,10494
29,No,Research & Development,29,Life Sciences,1859,Male,Healthcare Representative,3,Divorced,6384,21143
42,No,Research & Development,8,Life Sciences,1860,Male,Laboratory Technician,3,Single,3968,13624
32,Yes,Sales,2,Marketing,1862,Male,Sales Executive,2,Single,9907,26186
46,No,Sales,3,Technical Degree,1863,Female,Sales Executive,1,Divorced,13225,7739
27,No,Sales,23,Medical,1864,Female,Sales Representative,3,Married,3540,7018
29,No,Human Resources,6,Medical,1865,Male,Human Resources,2,Married,2804,15434
43,No,Research & Development,6,Medical,1866,Female,Manager,3,Married,19392,22539
48,No,Research & Development,10,Life Sciences,1867,Male,Research Director,2,Married,19665,13583
29,Yes,Research & Development,24,Life Sciences,1868,Male,Research Scientist,4,Single,2439,14753
46,Yes,Sales,10,Life Sciences,1869,Female,Sales Executive,2,Married,7314,14011
